Set,CardID,Name,Identifier,Color,Type,Attribute,Ability,Cost,Vibe,Rarity,FeaturingPudgy,IllusName,imageURL
Eth,179,Skydiving Penguin,SkydivingPenguin,Colorless,Character,Penguin,"Whenever the Baron changes sides, draw a card.
(You draw before prizes are given).",8,2,Uncommon,8217,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SkydivingPenguin.png
Eth,180,Supportive Friend,SupportiveFriend,Colorless,Character,Penguin,"When this Character enters the huddle,
you may choose a Character
and put 2 vibe counters on it.",2,2,Common,6436,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SupportiveFriend.png
Eth,181,Chalice of Everflowing Pudge,ChaliceofEverflowingPudge,Relic,Relic,EMPTY,"When you play this Relic, pick a color.
Characters in your huddle can produce Pudge of that color.",5,EMPTY,Rare,7206,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ChaliceofEverflowingPudge.png
Eth,182,Cookies of Truth,CookiesofTruth,Relic,Relic,EMPTY,"Players play with the top card
of their deck revealed.",2,EMPTY,Uncommon,4114,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/CookiesofTruth.png
Eth,183,Dummy Thicc Disco Ball,DummyThiccDiscoBall,Relic,Relic,EMPTY,"At the start of your turn, return all Characters
in your opponent's huddles to their owner's hands.",15,EMPTY,Mythic,4182,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/DummyThiccDiscoBall.png
Eth,184,Inspiring Story,InspiringStory,Relic,Relic,EMPTY,"At the start of Action Time, boost the vibe
of every Character in your huddle by 2
for the rest of this Cycle.",5,EMPTY,Uncommon,4679,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/InspiringStory.png
Eth,185,Layer Two Technology,LayerTwoTechnology,Relic,Relic,EMPTY,All Character cards cost one less _T_ to play.,5,EMPTY,Uncommon,3316,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LayerTwoTechnology.png
Eth,186,Orb of Hopium,OrbofHopium,Relic,Relic,EMPTY,"At the start of Action Time,
each player draws a card.",4,EMPTY,Uncommon,3786,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/OrbofHopium.png
Eth,187,Silent Snow Globe,SilentSnowGlobe,Relic,Relic,EMPTY,"All Characters lose all abilities.
You can't play additional Characters
as long as this Relic remains in play.
(Characters can still produce Pudge).",5,EMPTY,Rare,4624,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SilentSnowGlobe.png
Eth,188,The End of the Rainbow,TheEndoftheRainbow,Relic,Relic,EMPTY,"At the start of Action Time,
if your huddle contains a Character of each color,
draw a card.",4,EMPTY,Rare,6451,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheEndoftheRainbow.png
Eth,189,Too Much Caffeine,TooMuchCaffeine,Relic,Relic,EMPTY,"At the start of Action Time,
each player may choose a Character.
Flop those Characters.",1,EMPTY,Uncommon,4653,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TooMuchCaffeine.png
Eth,190,Wizard Cap,WizardCap,Relic,Relic,EMPTY,"Whenever a Wizard Character produces Pudge,
they produce another Pudge of that same color.",3,EMPTY,Uncommon,2496,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/WizardCap.png
Eth,191,Bounce House Rod,BounceHouseRod,Rod,Rod,EMPTY,"Enters flopped.
When you play this Rod, return
a Rod you control to its owner's hand.
(You can look at your face-down Rods at any time).",EMPTY,EMPTY,Common,4417,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BounceHouseRod.png
Eth,192,Calligraphy Rod,CalligraphyRod,Rod,Rod,EMPTY,"You can only play this Rod if you control
five or more Rods. Whenever you play
your second Character this Cycle,
unflop this Rod.",EMPTY,EMPTY,Rare,6499,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/CalligraphyRod.png
Eth,193,Freezing Rod,FreezingRod,Rod,Rod,EMPTY,"This Rod produces _T__T_.
Whenever you use this Rod, ice a Rod you control.",EMPTY,EMPTY,Rare,5167,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FreezingRod.png
Eth,194,Hot Rod,HotRod,Rod,Rod,EMPTY,"You can only play this Rod if you control
five or more Rods. At the start of Action Time,
boost the vibe of the Character in your huddle
with the highest vibe by 1 for the rest of this Cycle.
If there's a tie, you pick.",EMPTY,EMPTY,Rare,2891,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HotRod.png
Eth,195,Pudgy Man Rod,PudgyManRod,Rod,Rod,EMPTY,"Whenever a Rod is put in your ice from play,
unflop this Rod.",EMPTY,EMPTY,Uncommon,903,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PudgyManRod.png
Eth,196,Rod of Camaraderie,RodofCamaraderie,Rod,Rod,EMPTY,"Enters flopped.
As an additional cost to play this Rod,
ice three unflopped Rods you control.
This Rod produces _T_ for each Character in your huddle.",EMPTY,EMPTY,Rare,5084,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/RodofCamaraderie.png
Eth,197,Umbrella Rod,UmbrellaRod,Rod,Rod,EMPTY,"You can only play this Rod if you control
five or more Rods. Whenever you play
your fourth Action each Cycle, copy it.
(You make new choices for the copy).",EMPTY,EMPTY,Rare,3698,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/UmbrellaRod.png
Eth,198,Rod of Cheesy Slices,RodofCheesySlices,Rod,Rod,EMPTY,"You can only play this Rod if you control
five or more Rods. Whenever you use this Rod,
choose an opponent and ice the top two cards
of their deck.",EMPTY,EMPTY,Rare,454,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/RodofCheesySlices.png
Eth,199,Trampoline Rod,TrampolineRod,Rod,Rod,EMPTY,"Enters flopped.
When you play this Rod, return a Character
in your huddle to its owner's hand.",EMPTY,EMPTY,Common,164,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TrampolineRod.png
Eth,200,Rod of Charming Melodies,RodofCharmingMelodies,Rod,Rod,EMPTY,"You can only play this Rod if you control
five or more Rods. Whenever you use this Rod,
ice the top two cards of your deck.",EMPTY,EMPTY,Rare,1342,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/RodofCharmingMelodies.png
Eth,201,Baron Fishpockets,BaronFishpockets,Colorless,Other,EMPTY,"The player with The Baron goes first. Vibe Check:
The unflopped Character with the highest vibe wins
Vibe Check. 1st Prize: You get The Baron. Turn the
top card of your deck into a Rod. Consolation
Prize: Draw a card. Ties: If there’s a tie, nobody gets a prize & The Baron stays put. Victory: At the start of your turn, if you have The Baron and at least fifteen cards in play, you win the game.",EMPTY,EMPTY,,,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BaronFishpockets.png
Eth,202,Fishsicle,Fishsicle,Colorless,Other,EMPTY,"Produces one _T_, then goes away.
Does NOT count toward the Baron's win condition.",EMPTY,EMPTY,,,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Fishsicle.png
Eth,203,QR Code,QRCode,Colorless,Other,EMPTY,,EMPTY,EMPTY,,"1031, 2039, 4966, 2069, 3009, 3412",Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/QRCode.png
Eth,204,Basic Rod,BasicRod,Rod,Rod,EMPTY,,EMPTY,EMPTY,,,,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BasicRod.png
Eth,205,Fishsicle,Fishsicle,Rod,Other,EMPTY,"Produces one _T_, then goes away.
Does NOT count toward the Baron's win condition.",EMPTY,EMPTY,,,,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Fishsicle.png
Lotl,1,Lil Shaker,LilShaker,Red,Character,Lil Penguin,"[ACT] _F_, pick two cards in your ice
and put them on the bottom of your deck:
Choose a Red Character. That Character
produces _R__R__R_ for the rest of this Cycle.",2,1,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilShaker.png
Lotl,2,Lil Bamboo,LilBamboo,Red,Character,Lil Penguin,,3,6,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilBamboo.png
Lotl,3,Lil Who Breaks Free,LilWhoBreaksFree,Red,Character,Lil Penguin,"Whenever this Character leaves the huddle,
draw a card.",6,3,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilWhoBreaksFree.png
Lotl,4,Lil Daydreamer,LilDaydreamer,Red,Character,Lil Penguin,"[ACT] _F_: Choose a Character with vibe 3 or less.
Ice that Character and ice this Character.",3,3,Uncommon,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilDaydreamer.png
Lotl,5,The Lord of Lightning,TheLordOfLightning,Red,Character,Lil Penguin,"Whenever a Lil in your huddle is flopped,
boost this Character's vibe by 1
for the rest of this Cycle.",3,1,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheLordOfLightning.png
Lotl,6,Lil Singer,LilSinger,Red,Character,Lil Penguin,"[ACT] _F_: Choose another unflopped
Character in your huddle and flop it.
Put a vibe counter on that Character.",3,5,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilSinger.png
Lotl,7,Squibblestone the Wise,SquibblestoneTheWise,Red,Character,Lil Swordsman Penguin,"[ACT] _R__B_, _F_: Choose a flopped Lil
and ice it.",4,1,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SquibblestoneTheWise.png
Lotl,8,Lil Comic,LilComic,Red,Character,Lil Penguin,"When this Character
enters the huddle, choose a player.
That player reveals their hand. You may pick
a Character card from their hand and ice it.
If you do, that player draws a card.",4,1,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilComic.png
Lotl,9,Penguin Who Shakes,PenguinWhoShakes,Red,Character,Penguin,"Whenever you play a Red Action, put a
vibe counter on this Character. As long as it has
3 or more vibe counters, it produces _R__R__R_ and has
 the ability ""Whenever this Character is flopped,
remove 3 vibe counters from it"".",4,1,Rare,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PenguinWhoShakes.png
Lotl,10,Lil Introvert,LilIntrovert,Red,Character,Lil Penguin,"Whenever this Character is flopped,
boost its vibe by 7 for the rest of this Cycle.",5,7,Common,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilIntrovert.png
Lotl,11,Simon Smasher,SimonSmasher,Red,Character,Lil Penguin,"This Character can only [ACT]
if you've played a Red Action this Cycle.
[ACT] _F_: Choose a Relic and ice it.",5,1,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SimonSmasher.png
Lotl,12,Lil Juggler,LilJuggler,Red,Character,Lil Penguin,"Enters flopped.
[ACT] _F_: Choose an Action.
Cancel it, return it to its owner's hand,
and return this Character to its owner's hand.",6,5,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilJuggler.png
Lotl,13,Lil Zoomer,LilZoomer,Red,Character,Lil Speedy Penguin,"When this Character enters the huddle,
choose a non-Speedy Character
and return it to its owner's hand.",6,3,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilZoomer.png
Lotl,14,Lil Insomniac,LilInsomniac,Red,Character,Lil Penguin,"Whenever you play a Red Action,
put vibe counters on this Character equal
to the Pudge cost of that Action.",8,1,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilInsomniac.png
Lotl,15,Pack Attack,PackAttack,Red,Action,EMPTY,"Open a Vibes booster pack, reveal the cards,
and put one of them into your hand.
(A list of legal packs can be found at
vibes.game/packattack).",R,EMPTY,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PackAttack.png
Lotl,16,Toss Up,TossUp,Red,Action,EMPTY,"Flip a coin. If heads, draw a card.
If tails, return this Action to your hand.",R,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TossUp.png
Lotl,17,"Honey, I Shrunk the Pengs",HoneyIShrunkThePengs,Red,Action,EMPTY,"Choose a Character. That Character becomes 
a Lil for the rest of this Cycle. Draw a card.",RR,EMPTY,Uncommon,2238,Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HoneyIShrunkThePengs.png
Lotl,18,Ride the Train,RideTheTrain,Red,Action,EMPTY,"Draw a card. You may move any number
of other cards named ""Ride the Train""
from your ice to the bottom of your deck.
If you do, draw a card for each card moved this way.",RR,EMPTY,Common,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/RideTheTrain.png
Lotl,19,Enter the Bounce House Dimension,EnterTheBounceHouseDimension,Red,Action,EMPTY,"As an additional cost to play this Action,
return a Rod you control to its owner's hand.
Draw a card.",RRR,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/EnterTheBounceHouseDimension.png
Lotl,20,Band Together,BandTogether,Red,Action,EMPTY,"Search your deck for a Character card, reveal it,
shuffle your deck, and put it on top.",RRR,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BandTogether.png
Lotl,21,"Goodnight, Pengs",GoodnightPengs,Red,Action,EMPTY,"Your opponent's Actions and [ACT]s
cannot ice or flop Characters in your huddle
for the rest of this Cycle.",RRRR,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/GoodnightPengs.png
Lotl,22,Cross the River,CrossTheRiver,Red,Action,EMPTY,"Pick two non-Red Action cards
in your ice and return them to your hand.
This Action costs one less _R_ to play for each
Action you've played this Cycle.",RRRRRRRR,EMPTY,Mythic,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/CrossTheRiver.png
Lotl,23,Sheeeesh!,Sheeeesh,Red,Action,Saucy,"You can only play this Action if it's face-down
as a Rod. Flip this card over to play it.
This Action does nothing.
Whenever you play a Red Action,
return this card from your ice to your hand.",R,EMPTY,Rare,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Sheeeesh.png
Lotl,24,Here's Pengy,HeresPengy,Red,Action,EMPTY,"Look at the top card of your opponent's deck.
Draw a card.",R,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HeresPengy.png
Lotl,25,Lil Paper,LilPaper,Yellow,Character,Lil Paper Penguin,"Whenever you win Vibe Check,
put 2 vibe counters on each Scissors Penguin.",2,3,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilPaper.png
Lotl,26,Lil Rock,LilRock,Yellow,Character,Lil Rock Penguin,"Whenever you win Vibe Check,
put 2 vibe counters on each Paper Penguin.",2,3,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilRock.png
Lotl,27,Lil Scissors,LilScissors,Yellow,Character,Lil Scissors Penguin,"Whenever you win Vibe Check,
put 2 vibe counters on each Rock Penguin.",2,3,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilScissors.png
Lotl,28,Penguin With Lil Mystique,PenguinWithLilMystique,Yellow,Character,Lil Penguin,"This Character doesn't participate in Vibe Check
unless it has 6 or more vibe counters on it.",2,7,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PenguinWithLilMystique.png
Lotl,29,Poppin' Pete,PoppinPete,Yellow,Character,Lil Penguin,"When this Character enters the huddle,
you may choose a Relic with Fish cost 5 or less.
If you do, return it to its owner's hand.",2,1,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PoppinPete.png
Lotl,30,Lil Leafrider,LilLeafrider,Yellow,Character,Lil Penguin,,3,6,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilLeafrider.png
Lotl,31,Lil Lifeguard,LilLifeguard,Yellow,Character,Lil Penguin,"[ACT] _F_, remove a vibe counter from this Character:
Choose a Character and put 2 vibe counters on it.",3,1,Common,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilLifeguard.png
Lotl,32,Lil Stargazer,LilStargazer,Yellow,Character,Lil Penguin,"Whenever this Character is chosen by anything,
put a vibe counter on it.",3,5,Common,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilStargazer.png
Lotl,33,Lil Extrovert,LilExtrovert,Yellow,Character,Lil Silly Penguin,"Whenever a Character in your huddle
enters with or gets vibe counters
from anything non-Silly,
put a vibe counter on it.",4,5,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilExtrovert.png
Lotl,34,Frosterous the Great,FrosterousTheGreat,Yellow,Character,Lil Swordsman Penguin,"[ACT] _Y__G_, _F_: Choose a flopped Lil
and ice it.",4,1,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FrosterousTheGreat.png
Lotl,35,Lil Raker,LilRaker,Yellow,Character,Lil Penguin,"[ACT] _F_, pick two cards in your ice
and put them on the bottom of your deck:
Choose a Character and put 2 vibe counters on it.",4,3,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilRaker.png
Lotl,36,Lil Window Washer,LilWindowWasher,Yellow,Character,Lil Penguin,"When this Character enters the huddle,
you may flop up to four other Yellow Characters
in your huddle. If you do, put 2 vibe counters
on this Character for each Character flopped this way.",4,3,Rare,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilWindowWasher.png
Lotl,37,Penguin Who Rakes,PenguinWhoRakes,Yellow,Character,Penguin,"[ACT] _Y__Y__Y_, _F_: Choose a Character
and put 3 vibe counters on it.",4,3,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PenguinWhoRakes.png
Lotl,38,The Champion of Clouds,TheChampionOfClouds,Yellow,Character,Lil Penguin,"Whenever another Lil enters a huddle,
put a vibe counter on that Character
and put a vibe counter on this Character.",5,3,Uncommon,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheChampionOfClouds.png
Lotl,39,"Josephine, Party Queen",JosephinePartyQueen,Yellow,Character,Lil Penguin,"[ACT] _F_: The next time you put a vibe counter
on a Character this Cycle, draw a card.",6,5,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/JosephinePartyQueen.png
Lotl,40,Sir Waddlesworth,SirWaddlesworth,Yellow,Character,Lil Penguin,"When this Character enters the huddle,
put 5 vibe counters on each
Yellow Character in your huddle.",9,3,Mythic,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SirWaddlesworth.png
Lotl,41,"Flop, Drop, and Roll",FlopDropAndRoll,Yellow,Action,EMPTY,"Choose a Lil or choose a Character
with vibe 6 or less. Flop it.",Y,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FlopDropAndRoll.png
Lotl,42,See the Berg,SeeTheBerg,Yellow,Action,EMPTY,"Choose a Character and put
a vibe counter on it. Draw a card.",YY,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SeeTheBerg.png
Lotl,43,Be Merry and Go,BeMerryAndGo,Yellow,Action,EMPTY,"As an additional cost to play this Action, remove
all of the vibe counters on a Character in your huddle.
Choose a Character, ice it if the Character's Fish cost
is less than or equal to the number of vibe counters removed this way.",YYY,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BeMerryAndGo.png
Lotl,44,Frolic,Frolic,Yellow,Action,EMPTY,"Choose three Characters.
Put 3 vibe counters on each of them.",YYY,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Frolic.png
Lotl,45,Into the Night,IntoTheNight,Yellow,Action,EMPTY,"Choose an Action with Pudge cost
less than or equal to the number of
Lils in your huddle and cancel it.",YYY,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/IntoTheNight.png
Lotl,46,Do a Lil Math,DoALilMath,Yellow,Action,EMPTY,"Double the number of vibe counters
on every Lil in your huddle.",YYYY,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/DoALilMath.png
Lotl,47,Jeepers!,Jeepers,Yellow,Action,Saucy,"You can only play this Action if it's face-down
as a Rod. Flip this card over to play it.
Choose a Lil with no vibe counters.
Return it to its owner's hand.",YY,EMPTY,Rare,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Jeepers.png
Lotl,48,Wen?,Wen,Yellow,???,EMPTY,"Wen you draw this card, you may reveal it.
If you do, choose up to one Character
and put a vibe counter on it.",0,1,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Wen.png
Lotl,49,Lil Who Blooms,LilWhoBlooms,Green,Character,Lil Penguin,,1,2,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilWhoBlooms.png
Lotl,50,Lil Baker,LilBaker,Green,Character,Lil Penguin,"[ACT] _F_, pick two cards in your ice
and put them on the bottom of your deck:
You get a Fishsicle.",2,1,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilBaker.png
Lotl,51,Lil Skydiver,LilSkydiver,Green,Character,Lil Penguin,"Whenever this Character wins Vibe Check,
you get a Fishsicle.",2,3,Common,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilSkydiver.png
Lotl,52,Penguin Who Bakes,PenguinWhoBakes,Green,Character,Penguin,"When this Character enters the huddle,
you get a Fishsicle.",2,1,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PenguinWhoBakes.png
Lotl,53,Tubbins the Bold,TubbinsTheBold,Green,Character,Lil Swordsman Penguin,"[ACT] _G__P_, _F_: Choose a flopped Lil
and ice it.",4,1,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TubbinsTheBold.png
Lotl,54,Lil Painter,LilPainter,Green,Character,Lil Penguin,"Whenever you play your first Action each Cycle,
you get a Fishsicle.",4,1,Uncommon,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilPainter.png
Lotl,55,"Samantha Feathers, Pop Idol",SamanthaFeathersPopIdol,Green,Character,Lil Penguin,"You can only pay this Character's Fish cost
with Fishsicles.",4,11,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SamanthaFeathersPopIdol.png
Lotl,56,Lil Chef,LilChef,Green,Character,Lil Penguin,"When this Character enters the huddle,
put a vibe counter on it.
[ACT] _F_, remove a vibe counter
from this Character: You get a Fishsicle.",5,5,Common,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilChef.png
Lotl,57,The Savior of Skies,TheSaviorOfSkies,Green,Character,Lil Penguin,"This Character's vibe is twice
the number of Lils
in your huddle.",5,?,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheSaviorOfSkies.png
Lotl,58,Lil Who Can't Stop Eating,LilWhoCantStopEating,Green,Character,Lil Penguin,"Whenever you use a Fishsicle,
put a vibe counter on this Character.",5,3,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilWhoCantStopEating.png
Lotl,59,Son of Lil,SonOfLil,Green,Character,Lil Silly Penguin,"Whenever you get Fishsicles
from anything non-Silly,
you get an additional Fishsicle.",5,3,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SonOfLil.png
Lotl,60,Dima the Destroyer,DimaTheDestroyer,Green,Character,Lil Penguin,"[ACT] _F_: Choose a Relic and ice it.
If it was a Relic you controlled,
you get a Fishsicle.",6,1,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/DimaTheDestroyer.png
Lotl,61,Lil Lodger,LilLodger,Green,Character,Lil Penguin,"At the end of Action Time,
put vibe counters on this Character equal to
the number of Fishsicles you have.",6,1,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilLodger.png
Lotl,62,Miss Tweeny,MissTweeny,Green,Character,Lil Penguin,"Whenever you win Vibe Check,
double the number of Fishsicles you have.",8,8,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/MissTweeny.png
Lotl,63,Sir Vibesalil,SirVibesalil,Green,Character,Lil Penguin,"Fishsicles used to pay this card's Fish cost
count for 2 _T_.
At the start of Action Time, draw a card.",16,21,Mythic,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SirVibesalil.png
